id_solicitacao,data_solicitacao,idade,renda_mensal,anos_emprego,score_credito,valor_emprestimo,taxa_juros_anual,prazo_meses,finalidade,regiao,situacao_moradia,divida_existente,contas_abertas,atrasos_12m,aprovado,inadimplente
7221,2024-03-09,26.0,7978.66,1,638.0,56244.31,6.81,36,Reforma,Centro-Oeste,Outros,35440.31,8,0,1,0
7222,2023-04-02,47.0,9347.19,8,672.0,16164.79,25.99,24,Saúde,Sudeste,Alugada,45935.61,4,2,1,0
7223,2023-06-06,42.0,,0,546.0,30782.16,17.55,36,Viagem,Centro-Oeste,Alugada,29346.86,5,0,0,0
7224,2023-06-04,41.0,12987.14,1,,14757.15,22.88,24,Saúde,Sudeste,Alugada,20899.39,9,3,1,0
7225,2024-07-05,45.0,17674.47,1,760.0,8091.81,18.79,36,Educação,Sudeste,Própria,25869.92,4,1,1,1
7226,2023-12-18,39.0,11616.41,12,680.0,20700.92,13.53,36,Cartão de crédito,Centro-Oeste,Alugada,22421.76,12,3,1,0
7227,2022-11-11,40.0,8377.51,7,684.0,19914.4,15.59,24,Automóvel,Centro-Oeste,Hipotecada,12340.25,7,1,1,0
7228,2023-12-10,48.0,18024.72,10,678.0,32496.43,24.99,48,Cartão de crédito,Sudeste,Alugada,679.84,4,1,1,0
7229,2023-12-11,34.0,8915.54,2,537.0,50950.43,21.52,60,Viagem,Centro-Oeste,Alugada,854.18,11,1,0,0
7230,2024-11-09,41.0,10894.73,8,544.0,28540.72,13.35,60,Reforma,Sul,Própria,12630.95,13,3,0,0
7231,2023-07-14,26.0,7244.82,9,691.0,18826.08,23.38,36,Reforma,Sudeste,Própria,26664.99,7,1,1,0
7232,2024-08-26,36.0,8369.92,2,699.0,17115.4,13.43,36,Saúde,Sul,Alugada,1083.34,3,2,1,0
7233,2022-12-22,,20907.46,25,723.0,51072.48,20.38,48,Automóvel,Sudeste,Própria,23681.74,1,1,1,0
7234,2024-12-13,43.0,22559.96,9,744.0,39254.73,8.13,48,Cartão de crédito,Sul,Alugada,11480.65,9,1,1,0
7235,2024-06-08,35.0,23057.3,18,613.0,16550.46,16.84,36,Automóvel,Sudeste,Própria,-0.0,7,0,1,1
7236,2024-03-03,38.0,23097.11,10,717.0,12691.33,19.53,48,Viagem,Sudeste,Alugada,13438.4,3,1,1,0
7237,2022-09-22,35.0,11192.33,7,716.0,16536.21,14.6,48,Saúde,Sudeste,Alugada,29260.96,9,0,1,0
7238,2024-09-08,38.0,18633.13,14,757.0,46346.69,22.64,36,Saúde,Sudeste,Própria,13643.4,6,2,1,1
7239,2024-03-12,32.0,22616.7,2,762.0,16006.88,10.79,24,Cartão de crédito,Sudeste,Alugada,51593.48,9,2,1,0
7240,2022-02-12,40.0,8636.09,7,622.0,34648.7,22.52,36,Automóvel,Nordeste,Alugada,36225.38,8,1,1,0
7241,2024-05-11,,14718.88,1,644.0,68259.83,19.98,48,Educação,Nordeste,Própria,43980.86,5,0,1,0
7242,2022-12-16,36.0,12534.06,6,664.0,17367.2,13.35,48,Reforma,Centro-Oeste,Própria,80916.45,8,0,1,0
7243,2024-06-30,37.0,5241.3,7,592.0,21865.84,8.16,48,Reforma,Centro-Oeste,Hipotecada,14701.45,7,2,1,0
7244,2022-01-01,39.0,15722.12,6,727.0,26442.02,27.48,36,Reforma,Sudeste,Própria,0.0,4,2,1,0
7245,2023-08-07,31.0,9346.1,9,635.0,11126.59,17.83,48,Viagem,Sul,Outros,10871.99,4,1,1,0
7246,2023-03-08,40.0,22597.9,2,731.0,18205.68,14.72,24,Consolidação de dívidas,Nordeste,Própria,26195.05,6,1,1,0
7247,2022-02-22,43.0,9125.46,3,755.0,29670.14,15.65,36,Consolidação de dívidas,Sudeste,Própria,32060.66,8,2,1,0
7248,2024-07-28,49.0,15749.37,0,630.0,15758.93,12.12,36,Saúde,Centro-Oeste,Alugada,28336.49,1,1,1,0
7249,2023-06-04,,14130.49,0,527.0,87167.52,21.91,60,Consolidação de dívidas,Sudeste,Hipotecada,16948.61,5,1,0,0
7250,2022-05-27,30.0,5644.9,5,647.0,20519.57,18.77,48,Educação,Sudeste,Hipotecada,32439.07,4,2,1,0
7251,2023-09-21,35.0,11382.46,4,743.0,24400.33,9.58,36,Saúde,Nordeste,Alugada,45553.32,4,2,1,0
7252,2022-10-26,25.0,15972.75,1,742.0,19617.5,18.31,36,Cartão de crédito,Sudeste,Hipotecada,11451.89,6,1,1,0
7253,2024-02-28,,22286.89,1,642.0,23536.67,10.1,48,Automóvel,Sudeste,Alugada,8258.08,5,1,1,0
7254,2024-04-29,18.0,13484.13,2,658.0,18082.19,22.75,36,Consolidação de dívidas,Sudeste,Hipotecada,60356.05,10,2,1,0
7255,2022-06-27,45.0,21016.11,6,639.0,8591.49,13.42,24,Automóvel,Sul,Própria,4739.63,1,0,1,0
7256,2024-04-21,46.0,17477.74,4,608.0,22067.08,24.99,36,Viagem,Sul,Alugada,40244.85,8,0,1,1
7257,2024-05-27,,17772.48,0,529.0,72678.61,26.85,36,Automóvel,Sudeste,Hipotecada,21459.75,2,0,0,0
7258,2024-01-29,,18174.31,7,686.0,65894.37,15.67,60,Automóvel,Sul,Alugada,51746.59,6,0,1,0
7259,2024-12-27,45.0,11645.95,1,616.0,15061.12,13.35,36,Saúde,Sudeste,Hipotecada,19789.65,10,1,1,0
7260,2023-03-21,33.0,8147.18,5,665.0,11182.71,9.12,24,Automóvel,Sudeste,Própria,32155.03,6,0,1,0
7261,2023-12-09,25.0,29286.37,0,697.0,8698.7,6.56,36,Cartão de crédito,Sudeste,Própria,1358.83,7,0,1,0
7262,2023-08-25,28.0,19617.24,30,713.0,15754.39,9.0,24,Educação,Nordeste,Alugada,12793.81,4,0,1,0
7263,2022-05-25,29.0,12910.05,0,601.0,19818.03,14.75,48,Saúde,Centro-Oeste,Alugada,29433.19,5,0,1,0
7264,2022-10-02,47.0,18189.14,6,581.0,33565.92,3.59,48,Cartão de crédito,Sudeste,Alugada,13005.57,5,0,1,0
7265,2023-05-24,31.0,16296.32,3,691.0,21411.24,22.43,36,Cartão de crédito,Sul,Alugada,1853.36,6,0,1,0
7266,2024-01-23,,8716.15,0,696.0,43612.24,20.85,36,Reforma,Nordeste,Alugada,63238.47,5,1,1,0
7267,2023-04-22,,,0,610.0,37285.72,20.87,36,Educação,Sudeste,Hipotecada,24636.68,6,0,1,0
7268,2023-10-28,36.0,25931.67,2,719.0,673982.5,25.03,48,Reforma,Nordeste,Alugada,45627.39,2,0,1,1
7269,2023-07-22,21.0,13324.38,8,647.0,25165.29,11.01,36,Automóvel,Sudeste,Própria,59322.52,8,1,1,0
7270,2023-06-15,25.0,16116.77,0,597.0,46312.54,11.36,24,Cartão de crédito,Sul,Alugada,15591.11,6,0,1,0
7271,2022-06-08,47.0,25079.57,6,581.0,38135.38,24.78,48,Reforma,Sudeste,Hipotecada,23464.29,6,0,1,0
7272,2023-11-12,34.0,13304.29,5,684.0,12052.74,14.6,60,Viagem,Sudeste,Própria,26384.35,12,2,1,0
7273,2022-01-23,38.0,8386.06,1,666.0,35977.07,20.36,48,Cartão de crédito,Nordeste,Alugada,33483.12,7,0,1,0
7274,2024-12-06,52.0,14138.48,0,676.0,19612.44,5.08,48,Viagem,Sudeste,Alugada,45106.29,8,1,1,0
7275,2023-06-09,34.0,10105.42,12,572.0,44599.06,24.43,60,Automóvel,Sul,Própria,42568.84,6,0,0,0
7276,2023-12-30,34.0,6662.25,1,494.0,38613.01,20.12,24,Automóvel,Sul,Própria,37952.58,6,0,0,0
7277,2022-05-24,46.0,19960.76,0,692.0,69251.34,8.98,48,Educação,Sul,Alugada,19216.08,4,1,1,0
7278,2023-10-30,36.0,11752.71,5,734.0,8965.63,26.8,48,Viagem,Sul,Própria,24855.62,7,1,1,1
7279,2023-11-12,38.0,3003.0,1,536.0,31854.2,18.93,48,Consolidação de dívidas,Nordeste,Própria,2441.14,6,1,0,0
7280,2024-08-30,44.0,15165.23,3,620.0,18814.11,29.6,48,Automóvel,Nordeste,Alugada,37825.99,5,0,1,0
7281,2024-03-09,36.0,15258.85,0,834.0,86823.26,5.63,48,Consolidação de dívidas,Sul,Própria,66600.37,6,2,1,0
7282,2022-03-26,43.0,35432.79,24,689.0,5068.71,20.13,48,Educação,Sudeste,Própria,29720.36,6,2,1,0
7283,2023-02-20,34.0,13331.93,2,741.0,34215.84,14.35,36,Automóvel,Sul,Alugada,50145.94,6,0,1,0
7284,2023-11-25,44.0,22783.81,35,764.0,36547.73,16.2,24,Automóvel,Centro-Oeste,Hipotecada,40087.28,3,0,1,0
7285,2023-04-27,39.0,18458.51,2,616.0,8301.66,18.89,48,Consolidação de dívidas,Sul,Alugada,15192.69,10,1,1,0
7286,2023-04-01,33.0,9949.61,2,813.0,35795.66,7.19,36,Consolidação de dívidas,Sudeste,Própria,9071.62,6,1,1,0
7287,2024-04-06,36.0,15901.15,12,528.0,8870.28,30.65,36,Viagem,Sul,Alugada,4515.24,4,0,0,0
7288,2022-10-24,,12305.36,1,685.0,18065.51,28.4,48,Educação,Nordeste,Alugada,27175.49,3,0,1,0
7289,2024-08-07,46.0,9472.3,2,674.0,33688.67,19.35,36,Reforma,Sudeste,Hipotecada,35016.92,6,1,1,0
7290,2023-11-11,24.0,10318.73,0,572.0,15716.46,10.09,48,Consolidação de dívidas,Sudeste,Outros,35958.12,14,1,0,0
7291,2023-01-13,26.0,9641.7,15,598.0,28060.82,16.27,36,Saúde,Norte,Própria,4549.23,9,2,1,1
7292,2023-02-25,32.0,13295.17,0,607.0,26802.42,19.4,60,Reforma,Nordeste,Alugada,47198.0,5,1,1,0
7293,2022-04-15,19.0,13328.19,7,548.0,36104.23,13.9,36,Consolidação de dívidas,Sudeste,Hipotecada,15022.92,4,3,0,0
7294,2022-11-26,40.0,10148.71,3,551.0,14948.2,23.16,36,Automóvel,Sudeste,Alugada,27215.87,2,0,0,0
7295,2023-03-15,39.0,12039.01,0,627.0,44757.65,18.89,24,Cartão de crédito,Nordeste,Hipotecada,13434.62,6,0,1,0
7296,2023-01-17,31.0,5229.22,0,616.0,5488.62,17.56,36,Consolidação de dívidas,Centro-Oeste,Alugada,3705.41,3,2,1,0
7297,2022-05-18,29.0,8068.91,13,604.0,62034.49,22.68,36,Saúde,Sul,Alugada,2310.75,3,1,1,0
7298,2024-07-31,29.0,11542.35,6,708.0,23357.61,7.66,48,Consolidação de dívidas,Centro-Oeste,Própria,37795.89,6,1,1,0
7299,2024-04-22,41.0,30817.51,5,597.0,24706.49,13.25,48,Consolidação de dívidas,Sul,Alugada,24808.4,6,1,1,0
7300,2022-09-27,21.0,18335.94,2,668.0,31874.08,17.33,24,Automóvel,Sul,Própria,5199.31,3,1,1,0
7301,2023-01-31,32.0,8195.54,1,649.0,29881.41,13.5,36,Educação,Nordeste,Alugada,13826.11,6,0,1,0
7302,2024-07-01,22.0,29953.86,5,627.0,26864.22,9.49,24,Cartão de crédito,Sudeste,Alugada,50618.42,3,0,1,1
7303,2023-04-09,42.0,13349.0,4,554.0,53424.34,11.0,48,Consolidação de dívidas,Sul,Hipotecada,40871.61,6,0,0,0
7304,2023-03-26,32.0,7575.57,6,638.0,11616.43,17.97,60,Consolidação de dívidas,Centro-Oeste,Própria,36047.18,7,2,1,0
7305,2022-01-20,40.0,12842.85,2,605.0,15912.74,19.56,60,Saúde,Sudeste,Própria,-62983.09,4,2,1,0
7306,2022-08-27,47.0,21862.85,21,717.0,34146.97,31.81,36,Consolidação de dívidas,Sul,Alugada,52051.65,5,0,1,0
7307,2023-02-22,47.0,7579.03,0,694.0,21989.45,24.48,24,Saúde,Sudeste,Outros,25650.18,9,1,1,0
7308,2024-11-20,26.0,7957.99,0,608.0,54719.89,11.38,48,Saúde,Sudeste,Outros,15230.16,3,2,1,0
7309,2022-07-05,38.0,32963.6,12,587.0,92156.35,25.42,36,Cartão de crédito,Sudeste,Alugada,71532.24,1,2,1,0
7310,2022-09-10,46.0,15494.09,5,587.0,26978.29,18.31,36,Viagem,Sudeste,Própria,46704.45,6,0,1,0
7311,2022-01-19,42.0,10553.05,1,632.0,10442.63,17.11,48,Consolidação de dívidas,Sul,Alugada,15189.2,6,0,1,0
7312,2023-12-13,43.0,12668.75,7,723.0,16575.8,13.92,36,Cartão de crédito,Sudeste,Outros,1036.03,4,1,1,0
7313,2022-08-11,19.0,,3,732.0,8747.94,8.47,36,Educação,Sul,Hipotecada,0.0,12,1,1,0
7314,2022-01-03,42.0,12128.01,0,463.0,37814.44,18.05,48,Cartão de crédito,Centro-Oeste,Alugada,1967.9,2,0,0,0
7315,2024-05-03,28.0,26236.71,5,756.0,15982.91,10.26,36,Cartão de crédito,Sul,Hipotecada,16338.35,9,2,1,0
7316,2022-08-16,41.0,14037.18,1,641.0,24646.94,16.24,36,Reforma,Centro-Oeste,Alugada,49102.09,8,0,1,0
7317,2024-07-01,41.0,18617.44,0,553.0,22944.99,24.95,36,Educação,Sudeste,Própria,42813.99,4,1,0,0
7318,2023-05-14,41.0,13928.02,1,646.0,50080.62,24.18,36,Educação,Centro-Oeste,Alugada,29832.21,2,0,1,0
7319,2023-06-05,35.0,13112.56,3,592.0,27744.4,16.53,24,Saúde,Centro-Oeste,Própria,36076.66,7,1,1,0
7320,2023-12-03,47.0,20878.56,0,,23181.79,24.0,48,Automóvel,Sudeste,Alugada,10936.71,5,1,1,0
7321,2024-07-05,40.0,21098.57,10,609.0,16218.63,19.62,48,Saúde,Nordeste,Outros,1462.53,5,3,1,0
7322,2022-10-18,38.0,5902.99,4,583.0,37502.08,27.01,48,Educação,Nordeste,Alugada,20838.73,2,2,1,0
7323,2024-12-12,27.0,13231.57,1,796.0,14682.77,10.91,24,Viagem,Centro-Oeste,Alugada,42776.46,5,2,1,0
7324,2023-12-16,,,5,677.0,13497.95,17.26,36,Educação,Norte,Própria,25815.89,6,1,1,0
7325,2024-08-05,53.0,10688.45,8,614.0,19409.43,15.1,36,Automóvel,Sudeste,Própria,37766.95,6,0,1,0
7326,2023-10-10,23.0,16764.76,4,779.0,84658.03,20.43,60,Automóvel,Sudeste,Própria,25661.08,6,0,1,1
7327,2024-10-24,42.0,24925.1,1,741.0,25475.5,20.06,48,Automóvel,Nordeste,Alugada,1635.79,8,2,1,0
7328,2023-11-15,43.0,7676.57,0,606.0,26156.39,17.93,24,Consolidação de dívidas,Sudeste,Alugada,30181.63,1,0,1,0
7329,2024-05-19,51.0,11085.15,9,593.0,32051.87,31.43,24,Automóvel,Sul,Alugada,18084.87,6,0,1,0
7330,2024-12-06,42.0,6087.89,1,656.0,30577.91,11.05,60,Saúde,Sudeste,Hipotecada,44521.09,4,0,1,0
7331,2022-04-04,,,0,638.0,23867.84,12.8,24,Cartão de crédito,Sudeste,Alugada,0.0,6,1,1,0
7332,2024-07-28,39.0,16194.33,5,600.0,15796.09,23.8,60,Consolidação de dívidas,Sudeste,Alugada,52581.47,6,2,1,0
7333,2023-07-14,33.0,18429.85,0,648.0,21127.76,20.27,60,Saúde,Sudeste,Própria,2814.57,7,1,1,0
7334,2022-08-01,46.0,29345.3,23,772.0,24012.29,12.84,36,Consolidação de dívidas,Sul,Alugada,19903.86,8,1,1,0
7335,2023-03-12,22.0,13790.77,10,723.0,12351.33,25.82,36,Automóvel,Sudeste,Própria,0.0,12,0,1,0
7336,2024-05-01,31.0,7507.74,4,677.0,23892.91,18.26,48,Saúde,Sudeste,Própria,43260.42,6,1,1,0
7337,2023-05-23,40.0,,8,626.0,29955.6,18.35,36,Saúde,Centro-Oeste,Alugada,4939.13,7,4,1,0
7338,2024-04-15,46.0,9125.8,3,641.0,20036.37,14.42,36,Saúde,Sul,Própria,15208.49,9,0,1,1
7339,2023-10-13,35.0,14821.67,7,697.0,53166.65,20.65,48,Automóvel,Sul,Própria,43700.92,5,1,1,0
7340,2022-07-24,28.0,43260.15,5,692.0,31298.31,10.9,36,Automóvel,Sul,Alugada,15840.31,12,0,1,0
7341,2023-01-16,,12887.06,0,654.0,17695.41,13.22,36,Automóvel,Sudeste,Hipotecada,23603.46,6,1,1,0
7342,2022-03-18,,26556.44,14,726.0,21430.07,23.26,36,Reforma,Sudeste,Alugada,35516.17,5,0,1,0
7343,2024-03-26,33.0,12619.19,9,568.0,52870.25,2.26,36,Viagem,Sudeste,Alugada,31337.6,12,2,0,0
7344,2024-02-07,32.0,7474.26,15,718.0,19168.52,14.41,24,Cartão de crédito,Sudeste,Alugada,28851.31,5,0,1,0
7345,2023-02-14,32.0,8882.23,6,693.0,17304.81,21.4,60,Consolidação de dívidas,Sul,Hipotecada,14484.1,9,0,1,0
7346,2022-04-16,20.0,9278.53,2,550.0,16896.38,26.67,24,Educação,Sul,Própria,17921.89,8,0,0,0
7347,2023-07-05,38.0,12567.58,1,604.0,28026.06,18.94,60,Reforma,Sudeste,Própria,32835.79,5,1,1,0
7348,2024-04-05,42.0,16362.95,0,754.0,30360.55,22.93,36,Reforma,Sudeste,Alugada,19847.32,7,1,1,0
7349,2022-03-29,49.0,9611.62,0,,39093.54,21.76,24,Reforma,Sudeste,Alugada,29588.29,7,1,1,0
7350,2024-05-30,43.0,19837.07,1,641.0,18036.89,13.81,24,Consolidação de dívidas,Nordeste,Própria,0.0,4,0,1,0
7351,2023-06-24,43.0,22552.64,3,673.0,62003.24,15.64,36,Reforma,Nordeste,Hipotecada,24508.27,2,1,1,0
7352,2022-09-02,38.0,11711.47,5,650.0,35625.09,18.59,48,Saúde,Nordeste,Própria,34600.08,3,3,1,0
7353,2023-08-01,20.0,21143.13,1,675.0,21395.28,29.9,60,Consolidação de dívidas,Sul,Própria,36931.17,7,0,1,0
7354,2024-09-08,38.0,5058.79,3,715.0,42396.28,20.31,48,Consolidação de dívidas,Norte,Alugada,21222.06,7,1,1,1
7355,2023-12-18,37.0,4108.78,2,776.0,76647.87,17.21,36,Reforma,Sudeste,Outros,30745.13,5,1,1,0
7356,2022-05-22,45.0,20259.81,5,581.0,35148.83,9.97,36,Cartão de crédito,Sudeste,Própria,14132.25,7,0,1,0
7357,2024-06-11,41.0,10818.82,22,731.0,70798.46,15.59,24,Automóvel,Sudeste,Própria,50450.55,9,2,1,0
7358,2022-12-18,34.0,40208.29,5,624.0,15444.47,15.69,48,Educação,Sudeste,Alugada,18866.5,8,1,1,0
7359,2023-06-29,53.0,12753.65,0,564.0,9315.05,21.95,24,Consolidação de dívidas,Sul,Própria,47954.64,3,1,0,0
7360,2024-07-01,,8101.95,3,741.0,36064.67,14.44,24,Viagem,Sudeste,Alugada,23019.44,6,2,1,1
7361,2022-06-01,39.0,31049.73,7,601.0,50248.0,18.52,48,Cartão de crédito,Sudeste,Alugada,4063.35,6,2,1,0
7362,2023-10-15,40.0,18543.84,3,719.0,12968.21,19.13,36,Reforma,Nordeste,Alugada,20798.98,5,1,1,0
7363,2024-08-15,36.0,28980.77,15,725.0,53286.35,19.16,36,Automóvel,Norte,Alugada,7043.79,10,0,1,0
7364,2024-02-02,36.0,9964.01,0,786.0,21157.67,14.13,36,Consolidação de dívidas,Sul,Própria,20077.59,5,1,1,0
7365,2023-09-16,18.0,16030.14,1,736.0,37618.13,14.8,36,Reforma,Sudeste,Outros,6486.93,10,0,1,0
7366,2023-10-18,27.0,8623.15,1,741.0,31112.76,19.92,24,Educação,Sudeste,Alugada,20893.11,8,1,1,0
7367,2023-03-26,31.0,,7,732.0,34739.77,14.4,48,Reforma,Nordeste,Própria,42705.59,7,0,1,0
7368,2023-12-22,40.0,19364.92,3,665.0,36747.82,7.67,48,Saúde,Sudeste,Própria,50767.97,7,1,1,0
7369,2022-02-12,21.0,,0,744.0,25654.85,19.14,36,Viagem,Sudeste,Hipotecada,13943.81,7,0,1,0
7370,2022-09-21,31.0,8120.12,1,631.0,21219.03,6.26,48,Consolidação de dívidas,Nordeste,Própria,38038.06,8,0,1,1
7371,2024-10-23,30.0,6673.72,3,606.0,32512.84,17.04,36,Saúde,Sul,Alugada,52350.33,5,0,1,0
7372,2023-08-19,37.0,14637.84,27,691.0,23108.17,11.58,60,Consolidação de dívidas,Nordeste,Alugada,4055.82,4,2,1,0
7373,2024-11-05,40.0,13795.12,2,736.0,18374.01,16.29,36,Reforma,Sul,Outros,0.0,4,1,1,0
7374,2024-12-18,30.0,10490.94,0,638.0,32046.87,28.24,48,Automóvel,Sudeste,Própria,124.04,4,2,1,0
7375,2024-10-09,30.0,9536.7,3,622.0,19368.55,21.65,36,Viagem,Centro-Oeste,Alugada,24141.83,3,0,1,0
7376,2022-06-26,29.0,19595.21,1,549.0,24170.32,14.5,36,Consolidação de dívidas,Sudeste,Alugada,0.0,4,0,0,0
7377,2022-03-04,32.0,3861.75,4,592.0,20088.78,9.93,48,Educação,Sudeste,Própria,45659.38,4,2,1,1
7378,2024-08-15,35.0,18315.18,3,601.0,63461.83,6.62,36,Reforma,Sul,Hipotecada,0.0,3,1,1,1
7379,2024-09-29,47.0,16858.45,5,735.0,28510.64,9.82,48,Educação,Sudeste,Alugada,24827.29,5,0,1,0
7380,2023-07-15,26.0,7221.43,12,621.0,11255.67,12.46,24,Reforma,Sudeste,Alugada,30769.52,4,1,1,0
7381,2024-08-12,51.0,5078.85,1,683.0,53389.18,10.6,36,Viagem,Sul,Alugada,37452.07,3,3,1,0
7382,2024-04-29,24.0,17930.88,8,544.0,9926.1,20.42,36,Educação,Centro-Oeste,Alugada,45325.62,6,1,0,0
7383,2023-08-27,44.0,7428.59,14,,87243.88,17.36,60,Reforma,Sudeste,Hipotecada,54534.06,6,0,1,1
7384,2023-08-29,31.0,29339.66,2,666.0,27494.46,27.4,48,Saúde,Centro-Oeste,Outros,32066.85,7,0,1,0
7385,2024-04-09,27.0,38523.88,0,555.0,19086.24,11.51,36,Consolidação de dívidas,Sudeste,Alugada,14311.56,4,1,0,0
7386,2024-01-16,47.0,16537.38,8,613.0,22027.61,15.77,36,Reforma,Sudeste,Própria,28394.19,8,1,1,0
7387,2023-07-12,36.0,12699.18,6,595.0,11205.45,7.42,48,Saúde,Sul,Própria,32140.93,5,1,1,0
7388,2022-03-05,,11973.93,1,,25413.34,18.24,48,Automóvel,Sudeste,Própria,29330.88,7,0,1,0
7389,2024-07-30,33.0,5693.21,2,624.0,21053.4,6.48,48,Reforma,Sudeste,Alugada,16403.95,5,1,1,0
7390,2022-09-06,30.0,11581.2,4,629.0,25994.03,11.09,36,Educação,Sul,Hipotecada,46743.24,9,1,1,0
7391,2024-07-28,34.0,10621.77,0,591.0,44128.58,17.47,60,Automóvel,Nordeste,Alugada,18006.86,5,0,1,0
7392,2022-06-06,18.0,9719.73,6,564.0,31790.21,-0.24,36,Saúde,Sul,Própria,22858.81,8,2,0,0
7393,2024-01-05,19.0,16250.78,5,707.0,14244.17,13.7,60,Consolidação de dívidas,Sudeste,Alugada,9867.81,6,0,1,0
7394,2024-09-11,39.0,14266.29,10,719.0,15605.06,14.82,36,Automóvel,Centro-Oeste,Hipotecada,41693.85,4,1,1,0
7395,2024-12-25,46.0,19793.21,4,603.0,30889.98,22.97,48,Reforma,Sul,Hipotecada,64501.8,4,0,1,0
7396,2023-10-24,48.0,10702.34,4,684.0,35230.42,21.14,60,Cartão de crédito,Sudeste,Alugada,46608.44,6,0,1,0
7397,2024-11-09,27.0,18057.4,4,587.0,25856.77,17.6,36,Consolidação de dívidas,Sul,Alugada,5676.46,1,0,1,1
7398,2022-02-02,37.0,13412.95,1,704.0,36514.83,13.15,48,Reforma,Sudeste,Alugada,10455.16,2,0,1,0
7399,2023-07-12,18.0,18001.31,7,640.0,29103.12,16.21,36,Saúde,Centro-Oeste,Alugada,0.0,5,0,1,0
7400,2022-03-14,32.0,12850.55,5,598.0,29558.27,21.96,60,Automóvel,Centro-Oeste,Própria,30494.11,6,2,1,0
7401,2024-04-04,43.0,32500.76,9,578.0,42695.95,19.67,36,Cartão de crédito,Sudeste,Hipotecada,33664.23,9,0,0,0
7402,2024-12-14,35.0,,7,726.0,77436.24,26.17,36,Viagem,Nordeste,Alugada,12848.12,5,1,1,1
7403,2022-03-02,33.0,18266.22,5,552.0,31710.46,17.71,36,Consolidação de dívidas,Sudeste,Própria,15045.22,5,1,0,0
7404,2022-09-29,35.0,20501.03,0,644.0,146623.47,19.09,60,Viagem,Sul,Própria,0.0,7,1,1,0
7405,2022-09-03,47.0,7091.28,12,515.0,29127.25,10.94,36,Viagem,Sudeste,Hipotecada,22978.29,7,0,0,0
7406,2023-09-20,33.0,33272.37,2,582.0,28869.32,16.26,24,Educação,Centro-Oeste,Própria,12462.01,3,0,1,0
7407,2023-12-06,36.0,13509.83,16,561.0,78780.14,18.77,36,Automóvel,Sudeste,Alugada,12625.15,5,0,0,1
7408,2023-10-24,49.0,12552.24,2,478.0,24569.56,17.28,36,Automóvel,Sudeste,Própria,66197.34,8,0,0,0
7409,2022-11-06,33.0,16085.11,0,612.0,9936.52,28.38,48,Reforma,Sudeste,Própria,37017.14,4,2,1,0
7410,2023-05-10,21.0,20821.72,10,626.0,14736.07,10.01,36,Educação,Centro-Oeste,Alugada,24488.63,13,1,1,1
7411,2022-12-04,48.0,,7,567.0,44257.46,15.69,36,Cartão de crédito,Sul,Hipotecada,29028.4,3,1,0,0
7412,2023-08-02,45.0,14049.47,7,607.0,35188.85,27.43,36,Automóvel,Norte,Hipotecada,15932.62,5,1,1,0
7413,2022-01-10,18.0,20311.03,0,633.0,16141.63,22.15,24,Reforma,Sul,Própria,42439.93,8,0,1,0
7414,2022-02-18,34.0,21686.01,10,517.0,9164.7,19.02,36,Reforma,Sudeste,Alugada,20079.71,7,0,0,0
7415,2023-09-15,35.0,15808.26,4,652.0,21823.06,10.27,48,Cartão de crédito,Sudeste,Alugada,5454.49,9,0,1,0
7416,2024-01-01,,6162.23,3,692.0,51998.36,19.03,60,Educação,Sudeste,Alugada,54352.68,3,3,1,0
7417,2024-03-05,35.0,8028.29,12,,25275.17,16.57,60,Educação,Sudeste,Hipotecada,10832.24,4,1,1,0
7418,2024-08-28,37.0,22978.95,5,671.0,22120.36,24.47,60,Reforma,Sul,Alugada,61929.52,3,0,1,0
7419,2022-05-13,37.0,,0,639.0,14696.43,18.57,60,Educação,Norte,Hipotecada,41332.62,5,2,1,0
7420,2022-03-24,31.0,9903.97,3,674.0,22512.55,27.38,48,Educação,Sudeste,Própria,37237.19,6,1,1,0
7421,2022-02-26,47.0,16646.95,5,724.0,36059.15,29.85,48,Reforma,Centro-Oeste,Alugada,7707.75,7,2,1,0
7422,2023-01-11,28.0,15646.14,11,825.0,24219.14,19.87,36,Automóvel,Sudeste,Alugada,51471.13,5,0,1,0
7423,2022-12-15,31.0,11979.26,1,577.0,24514.09,20.39,36,Automóvel,Sudeste,Própria,68045.31,10,1,0,0
7424,2022-09-28,35.0,19375.72,7,591.0,49840.44,17.13,36,Viagem,Sudeste,Alugada,6746.63,6,0,1,0
7425,2022-04-21,,7086.82,8,582.0,17525.84,8.38,48,Educação,Sul,Própria,23529.74,7,3,1,0
7426,2024-05-18,,5618.3,0,739.0,34834.77,8.61,36,Reforma,Sudeste,Própria,8857.9,3,0,1,0
7427,2024-06-05,35.0,28319.09,0,758.0,24674.47,23.51,36,Automóvel,Nordeste,Alugada,18796.43,6,0,1,0
7428,2022-03-17,43.0,7620.5,4,,66296.5,26.39,48,Viagem,Sudeste,Alugada,21927.39,0,0,1,0
7429,2022-11-25,27.0,6388.32,7,556.0,43304.82,14.68,48,Viagem,Sudeste,Própria,48311.92,4,0,0,1
7430,2022-05-02,42.0,11349.37,4,628.0,56141.05,16.21,36,Automóvel,Centro-Oeste,Própria,0.0,9,1,1,0
7431,2022-02-10,43.0,13163.45,8,674.0,37730.11,16.3,36,Viagem,Sudeste,Alugada,37954.42,9,0,1,0
